command category,command name,command setting,Command,command remarks,Command Class,Module Command Index,SubCmd,reserved,Para1[0],Para1[1],Para1[2],Para1[3],Para2[0],Para2[1],Para2[2],Para2[3],Len[0],Len[1],"Reserved, write a fixed value of 0x0000","Reserved, write a fixed value of 0x0000",CRC check result of instruction data part,CRC check result of instruction data part,Instruction data part (merged)
Video output related,Digital video formats,settings-mipi-progressive-30hz,Digital video formats [settings-mipi-progressive-30hz],"Para1[0]: 0x01, indicating digital output is turned on, Para1[1]: 0x03, indicating mipi line-by-line output, Para1[2]: 0x1e, indicating 30 Hz output, the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x03,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xb5,0x9b,10 10 46 00 01 03 1E 00 00 00 00 00 00 00 00 00 b5 9b
Video output related,Digital video formats,settings-mipi-progressive-60hz,Digital video formats [settings-mipi-progressive-60hz],"Para1[0]: 0x01, indicating digital output is enabled; Para1[1]: 0x03, indicating mipi line-by-line output; Para1[2]: 0x3c, indicating 60 Hz output; the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x03,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x32,0x7c,10 10 46 00 01 03 3C 00 00 00 00 00 00 00 00 00 32 7c
Video output related,Digital video formats,Settings - USB - Progressive - 25hz (for mini2 256),Digital video formats [Settings - USB - Progressive - 25hz (for mini2 256)]," Para1[0]: 0x01, indicating digital output is turned on, Para1[1]: 0x00, indicating USB line-by-line output, Para1[2]: 0x19, indicating 25 Hz output, the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x00,0x19,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xb5,0xff,10 10 46 00 01 00 19 00 00 00 00 00 00 00 00 00 b5 ff
Video output related,Digital video formats,Settings - USB - Progressive - 50hz (for mini2 256),Digital video formats [Settings - USB - Progressive - 50hz (for mini2 256)],"Para1[0]: 0x01, indicating digital output is turned on, Para1[1]: 0x00, indicating USB line-by-line output, Para1[2]: 0x32, indicating 50 Hz output, the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x3c,0x3d,10 10 46 00 01 00 32 00 00 00 00 00 00 00 00 00 3c 3d
Video output related,Digital video formats,Setting -dvp-progressive-25hz (for mini2 256),Digital video formats [Setting -dvp-progressive-25hz (for mini2 256)],"Para1[0]: 0x01, indicating digital output is turned on; Para1[1]: 0x01, indicating DVP line-by-line output; Para1[2]: 0x19, indicating 25 Hz output; the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x01,0x19,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xfc,0x27,10 10 46 00 01 01 19 00 00 00 00 00 00 00 00 00 fc 27
Video output related,Digital video formats,Setting -dvp-progressive-50hz (for mini2 256),Digital video formats [Setting -dvp-progressive-50hz (for mini2 256)],"Para1[0]: 0x01, indicating digital output is turned on; Para1[1]: 0x01, indicating DVP line-by-line output; Para1[2]: 0x32, indicating 50 Hz output; the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x01,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x75,0xe5,10 10 46 00 01 01 32 00 00 00 00 00 00 00 00 00 75 e5
Video output related,Digital video formats,Setting-bt656-progressive-25hz (for mini2 256),Digital video formats [Setting-bt656-progressive-25hz (for mini2 256)],"Para1[0]: 0x01, indicating digital output is turned on, Para1[1]: 0x02, indicating bt656 line-by-line output, Para1[2]: 0x19, indicating 25hz output, the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x02,0x19,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x06,0x5f,10 10 46 00 01 02 19 00 00 00 00 00 00 00 00 00 06 5f
Video output related,Digital video formats,Setting-bt656-progressive-50hz (for mini2 256),Digital video formats [Setting-bt656-progressive-50hz (for mini2 256)],"Para1[0]: 0x01, indicating digital output is turned on, Para1[1]: 0x02, indicating bt656 line-by-line output, Para1[2]: 0x32, indicating 50hz output, the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x02,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x8f,0x9d,10 10 46 00 01 02 32 00 00 00 00 00 00 00 00 00 8f 9d
Video output related,Digital video formats,Setting-mipi-progressive-25hz (for mini2 256),Digital video formats [Setting-mipi-progressive-25hz (for mini2 256)],"Para1[0]: 0x01, indicating digital output is turned on, Para1[1]: 0x03, indicating mipi line-by-line output, Para1[2]: 0x19, indicating 25 Hz output, the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x03,0x19,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x4f,0x87,10 10 46 00 01 03 19 00 00 00 00 00 00 00 00 00 4f 87
Video output related,Digital video formats,Setting-mipi-progressive-50hz (for mini2 256),Digital video formats [Setting-mipi-progressive-50hz (for mini2 256)],"Para1[0]: 0x01, indicating digital output is turned on, Para1[1]: 0x03, indicating mipi line-by-line output, Para1[2]: 0x32, indicating 50 Hz output, the array size is consistent with the detector output",0x10,0x10,0x46,0x00,0x01,0x03,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xc6,0x45,10 10 46 00 01 03 32 00 00 00 00 00 00 00 00 00 c6 45
Video output related,Digital video formats,Setting - Turning off digital output,Digital video formats [Setting - Turning off digital output],"Para1[0]: 0x00, indicating that the digital output is turned off",0x10,0x10,0x46,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x58,0x4d,10 10 46 00 00 00 00 00 00 00 00 00 00 00 00 00 58 4d
Video output related,Digital video formats,Get,Digital video formats [Get]," BE AA 05 00 0000 00 00 00 f5 56 EB AA: 00 means digital output is off BE AA 05 00 00 01 00 1e00 3d 00 EB AA: 01 means digital output is on, 00 means USB output, 1e means the output frame rate is 30hz BE AA 05 00 00 01 00 3C 00 B9 60 EB AA: 01 means digital output is on, 00 means USB output, 3c means the output frame rate is 60hz BE AA 05 00 0001 01 1e 00 0d 37 EB AA: 01 means digital output is on, 01 means DVP output, 1e means the output frame rate is 30hz",0x10,0x10,0x86,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0X04,0x00,0x00,0x00,0x68,0xfb,10 10 86 00 00 00 00 00 00 00 00 00 04 00 00 00 68 fb
Video output related,Analog video formats,Settings - Enable ntsc,Analog video formats [Settings - Enable ntsc],"To switch from PAL to NTSC, you must first send the command to turn off simulation, and then send this command",0x10,0x10,0x4A,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xe3,0x58,10 10 4A 00 01 00 00 00 00 00 00 00 00 00 00 00 e3 58
Video output related,Analog video formats,Settings - Enable PAL,Analog video formats [Settings - Enable PAL],"To switch from NTSC to PAL, you must first send the command to turn off simulation, and then send this command",0x10,0x10,0x4A,0x00,0x01,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xaa,0x80,10 10 4A 00 01 01 00 00 00 00 00 00 00 00 00 00 aa 80
Video output related,Analog video formats,Settings - Disable Simulation,Analog video formats [Settings - Disable Simulation],,0x10,0x10,0x4A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x96,0x5b,10 10 4A 00 00 00 00 00 00 00 00 00 00 00 00 00 96 5b
Video output related,Analog video formats,Get,Analog video formats [Get],"BE AA 03 00 00 00 00 04 49 EB AA: Analog off BE AA 03 00 0001 00 35 7a EB AA: The first 01 means on, 00 means ntsc BE AA 03 00 0001 01 14 6a EB AA: The first 01 means open, 01 means pal",0x10,0x10,0x8A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x3f,0xca,10 10 8A 00 00 00 00 00 00 00 00 00 02 00 00 00 3f ca
Video output related,Save digital-analog output format,set up,Save digital-analog output format [set up],"Send this command to save both the digital video output format and the analog video output format. This state cannot be reset by the ""parameter restore"" command after being saved, and can only be overwritten by the next save.",0x10,0x10,0x49,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x35,0xD6,10 10 49 00 00 00 00 00 00 00 00 00 00 00 00 00 35 D6
Video output related,Detector frame rate,Setting -30hz,Detector frame rate [Setting -30hz],"mini2 384/640 can be set, the detector output is cut to 30hz",0x10,0x10,0x44,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x5C,0x9C,10 10 44 00 1E 00 00 00 00 00 00 00 00 00 00 00 5C 9C
Video output related,Detector frame rate,Setting -60hz,Detector frame rate [Setting -60hz],"mini2 384/640 can be set, the detector output is cut to 60hz",0x10,0x10,0x44,0x00,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x16,0xF4,10 10 44 00 3C 00 00 00 00 00 00 00 00 00 00 00 16 F4
Video output related,Detector frame rate,Setting -25Hz,Detector frame rate [Setting -25Hz],"Mini2 256 can be set, the detector output is cut to 25hz",0x10,0x10,0x44,0x00,0x19,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x17,0x94,10 10 44 00 19 00 00 00 00 00 00 00 00 00 00 00 17 94
Video output related,Detector frame rate,Setting -50hz,Detector frame rate [Setting -50hz],"Mini2 256 can be set, the detector output is cut to 50hz",0x10,0x10,0x44,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x80,0xE4,10 10 44 00 32 00 00 00 00 00 00 00 00 00 00 00 80 E4
Video output related,Detector frame rate,Get,Detector frame rate [Get], BE AA 02 00 001E 52 09 EB AA ?0x1E means 30hz BE AA 02 00 003C 72 0D EB AA: 0x3C means 60hz,0x10,0x10,0x84,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xEF,0xB1,10 10 84 00 00 00 00 00 00 00 00 00 01 00 00 00 EF B1
Video output related,Image data source,Setup - IR,Image data source [Setup - IR],Detector raw data output,0x10,0x10,0x45,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xFB,0xC0,10 10 45 00 00 00 00 00 00 00 00 00 00 00 00 00 FB C0
Video output related,Image data source,Settings - KBC,Image data source [Settings - KBC],Data output after KB correction,0x10,0x10,0x45,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x8E,0xC3,10 10 45 00 01 00 00 00 00 00 00 00 00 00 00 00 8E C3
Video output related,Image data source,Setting - TNR,Image data source [Setting - TNR],Data output after removing time domain noise,0x10,0x10,0x45,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x11,0xC6,10 10 45 00 02 00 00 00 00 00 00 00 00 00 00 00 11 C6
Video output related,Image data source,Setting - SNR,Image data source [Setting - SNR],Data output after spatial noise removal,0x10,0x10,0x45,0x00,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x64,0xC5,10 10 45 00 03 00 00 00 00 00 00 00 00 00 00 00 64 C5
Video output related,Image data source,Setup - DDE,Image data source [Setup - DDE],Data output after image stretching and detail enhancement,0x10,0x10,0x45,0x00,0x04,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x2F,0xCD,10 10 45 00 04 00 00 00 00 00 00 00 00 00 00 00 2F CD
Video output related,Image data source,Settings - YUV,Image data source [Settings - YUV],Default final output,0x10,0x10,0x45,0x00,0x05,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x5A,0xCE,10 10 45 00 05 00 00 00 00 00 00 00 00 00 00 00 5A CE
Video output related,Image data source,Get,Image data source [Get],BE AA 02 00 00 00 AD FA EB AA : Indicates IR output BE AA 02 00 00 01 8C EA EB AA : Indicates KBC output BE AA 02 00 00 02 EF DA EB AA : Indicates TNR output BE AA 02 00 00 03 CE CA EB AA : Indicates SNR output BE AA 02 00 00 04 29 BA EB AA : Indicates DDE output BE AA 02 00 00 05 08 AA EB AA : Indicates YUV output,0x10,0x10,0x85,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x8E,0xCA,10 10 85 00 00 00 00 00 00 00 00 00 01 00 00 00 8E CA
Video output related,YUV format,Set-uyvy,YUV format [Set-uyvy],,0x10,0x03,0x4D,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x3F,0x86,10 03 4D 00 00 00 00 00 00 00 00 00 00 00 00 00 3F 86
Video output related,YUV format,Setting-vyuy,YUV format [Setting-vyuy],,0x10,0x03,0x4D,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x5C,0xC3,10 03 4D 01 00 00 00 00 00 00 00 00 00 00 00 00 5C C3
Video output related,YUV format,Setting-yuyv,YUV format [Setting-yuyv],,0x10,0x03,0x4D,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xF9,0x0C,10 03 4D 02 00 00 00 00 00 00 00 00 00 00 00 00 F9 0C
Video output related,YUV format,Setting -yvyu,YUV format [Setting -yvyu],,0x10,0x03,0x4D,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9A,0x49,10 03 4D 03 00 00 00 00 00 00 00 00 00 00 00 00 9A 49
Video output related,YUV format,Get,YUV format [Get],,0x10,0x03,0x8C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x2B,0xF7,10 03 8C 00 00 00 00 00 00 00 00 00 01 00 00 00 2B F7
Video output related,Screen freezes,Set-disable,Screen freezes [Set-disable],"Note: When the image is frozen, it will not respond to electronic zoom, mirror reversal, or scene switching commands.",0x10,0x10,0x42,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xFD,0xB0,10 10 42 00 00 00 00 00 00 00 00 00 00 00 00 00 FD B0
Video output related,Screen freezes,Set-enable,Screen freezes [Set-enable],,0x10,0x10,0x42,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x88,0xB3,10 10 42 00 01 00 00 00 00 00 00 00 00 00 00 00 88 B3
Video output related,Screen freezes,Get,Screen freezes [Get],BE AA 02 00 00 00 AD FA EB AA: indicates non-freezing state BE AA 02 00 00 01 8C EA EB AA: indicates freezing state,0x10,0x10,0x82,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x88,0xBA,10 10 82 00 00 00 00 00 00 00 00 00 01 00 00 00 88 BA
Video output related,Mirror flip,Settings - No Flip,Mirror flip [Settings - No Flip],"Note: This function conflicts with the electronic zoom function, that is: The electronic zoom state cannot be flipped. The electronic zoom state cannot be flipped.",0x10,0x10,0x43,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9C,0xCB,10 10 43 00 00 00 00 00 00 00 00 00 00 00 00 00 9C CB
Video output related,Mirror flip,Settings - Flip left and right,Mirror flip [Settings - Flip left and right],"Note: This function conflicts with the electronic zoom function, that is: The electronic zoom state cannot be flipped. The electronic zoom state cannot be flipped.",0x10,0x10,0x43,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xE9,0xC8,10 10 43 00 01 00 00 00 00 00 00 00 00 00 00 00 E9 C8
Video output related,Mirror flip,Settings - Flip upside down,Mirror flip [Settings - Flip upside down],"Note: This function conflicts with the electronic zoom function, that is: The electronic zoom state cannot be flipped. The electronic zoom state cannot be flipped.",0x10,0x10,0x43,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x76,0xCD,10 10 43 00 02 00 00 00 00 00 00 00 00 00 00 00 76 CD
Video output related,Mirror flip,Settings - Left and Right + Up and Down,Mirror flip [Settings - Left and Right + Up and Down],"Note: This function conflicts with the electronic zoom function, that is: The electronic zoom state cannot be flipped. The electronic zoom state cannot be flipped.",0x10,0x10,0x43,0x00,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x03,0xCE,10 10 43 00 03 00 00 00 00 00 00 00 00 00 00 00 03 CE
Video output related,Mirror flip,Get,Mirror flip [Get],BE AA 02 00 00 00 AD FA EB AA: No flip BE AA 02 00 00 01 8C EA EB AA: Left-right flip BE AA 02 00 00 02 EF DA EB AA: Up-down flip BE AA 02 00 00 03 CE CA EB AA: Left-right + up-down flip,0x10,0x10,0x83,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xE9,0xC1,10 10 83 00 00 00 00 00 00 00 00 00 01 00 00 00 E9 C1
Video output related,External synchronization mode,Setting-On,External synchronization mode [Setting-On],"Note: Only MIPI and DVP outputs support external synchronization mode. In external synchronization mode, electronic zoom and mirror flip are not supported.",0x10,0x10,0x4B,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x82,0x23,10 10 4B 00 01 00 00 00 00 00 00 00 00 00 00 00 82 23
Video output related,External synchronization mode,Settings - Off,External synchronization mode [Settings - Off],,0x10,0x10,0x4B,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xF7,0x20,10 10 4B 00 00 00 00 00 00 00 00 00 00 00 00 00 F7 20
Video output related,External synchronization mode,Get,External synchronization mode [Get],,0x10,0x10,0x8B,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x82,0x2A,10 10 8B 00 00 00 00 00 00 00 00 00 01 00 00 00 82 2A
Video output related,Electronic zoom-center,Setting -1x,Electronic zoom-center [Setting -1x],"Para1[1]: magnification, 0x0A=10, which means 1.0 times magnification, the highest is X8.0",0x01,0x31,0x42,0x00,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x06,0x0A,01 31 42 00 00 0A 00 00 00 00 00 00 00 00 00 00 06 0A
Video output related,Electronic zoom-center,Setting -2x,Electronic zoom-center [Setting -2x],"Para1[1]: magnification, 0x0A=10, which means 1.0 times magnification, the highest is X8.0",0x01,0x31,0x42,0x00,0x00,0x14,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x41,0x0C,01 31 42 00 00 14 00 00 00 00 00 00 00 00 00 00 41 0C
Video output related,Electronic zoom-center,Setting - 3x,Electronic zoom-center [Setting - 3x],"Para1[1]: magnification, 0x0A=10, which means 1.0 times magnification, the highest is X8.0",0x01,0x31,0x42,0x00,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x7C,0x0E,01 31 42 00 00 1E 00 00 00 00 00 00 00 00 00 00 7C 0E
Video output related,Electronic zoom-center,Setting - 4x,Electronic zoom-center [Setting - 4x],"Para1[1]: magnification, 0x0A=10, which means 1.0 times magnification, the highest is X8.0",0x01,0x31,0x42,0x00,0x00,0x28,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xCF,0x00,01 31 42 00 00 28 00 00 00 00 00 00 00 00 00 00 CF 00
Video output related,Electronic zoom-center,Setting -8x,Electronic zoom-center [Setting -8x],"Para1[1]: magnification, 0x0A=10, which means 1.0 times magnification, the highest is X8.0",0x01,0x31,0x42,0x00,0x00,0x50,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD3,0x19,01 31 42 00 00 50 00 00 00 00 00 00 00 00 00 00 D3 19
Video output related,Electronic zoom-center,Get,Electronic zoom-center [Get]," BE AA 02 00 00 5058 A0 EB AA: means 0x50=80, which is 8.0 times. Note that this command is only used to obtain the center magnification information and has nothing to do with the coordinate magnification.",0x01,0x31,0x82,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x4E,0x02,01 31 82 00 00 00 00 00 00 00 00 00 01 00 00 00 4E 02
Video output related,Electronic zoom-coordinates,"Setting -(300,100), 2.1 times","Electronic zoom-coordinates [Setting -(300,100), 2.1 times]",Zoom with the specified point as the center Para2[1]+Para2[0]: x-axis coordinate Para2[3]+Para2[2]: y-axis coordinate Para1[1]: zoom ratio,0x01,0x31,0x51,0x00,0x00,0x15,0x00,0x00,0x2C,0x01,0x64,0x00,0x00,0x00,0x00,0x00,0x5B,0x14,01 31 51 00 00 15 00 00 2C 01 64 00 00 00 00 00 5B 14
Video output related,Electronic zoom-coordinates,Get,Electronic zoom-coordinates [Get]," BE AA 06 0000 2C 01 64 00 1552 F7 EB AA: Indicates that the center coordinates of the zoom are (0x012C, 0x0064), i.e. (300, 100), and the magnification is 0x15=21, i.e. 2.1 times. Note that this command is only used to obtain coordinate zoom information and has nothing to do with center zoom.",0x01,0x31,0x91,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0X05,0x00,0x00,0x00,0xEB,0x83,01 31 91 00 00 00 00 00 00 00 00 00 05 00 00 00 EB 83
Image adjustment related instructions,Scene Mode,Setting - Low Temperature Protrusion,Scene Mode [Setting - Low Temperature Protrusion],,0x10,0x04,0x42,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xC5,0x65,10 04 42 00 00 00 00 00 00 00 00 00 00 00 00 00 C5 65
Image adjustment related instructions,Scene Mode,Settings - Linear Stretch,Scene Mode [Settings - Linear Stretch],,0x10,0x04,0x42,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xB0,0x66,10 04 42 00 01 00 00 00 00 00 00 00 00 00 00 00 B0 66
Image adjustment related instructions,Scene Mode,Settings - Low Contrast,Scene Mode [Settings - Low Contrast],,0x10,0x04,0x42,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x2F,0x63,10 04 42 00 02 00 00 00 00 00 00 00 00 00 00 00 2F 63
Image adjustment related instructions,Scene Mode,Settings - General Mode (Default),Scene Mode [Settings - General Mode (Default)],,0x10,0x04,0x42,0x00,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x5A,0x60,10 04 42 00 03 00 00 00 00 00 00 00 00 00 00 00 5A 60
Image adjustment related instructions,Scene Mode,Settings - High Contrast,Scene Mode [Settings - High Contrast],,0x10,0x04,0x42,0x00,0x04,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x11,0x68,10 04 42 00 04 00 00 00 00 00 00 00 00 00 00 00 11 68
Image adjustment related instructions,Scene Mode,Settings - Highlight,Scene Mode [Settings - Highlight],,0x10,0x04,0x42,0x00,0x05,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x64,0x6B,10 04 42 00 05 00 00 00 00 00 00 00 00 00 00 00 64 6B
Image adjustment related instructions,Scene Mode,Setting-Reserve 1,Scene Mode [Setting-Reserve 1],,0x10,0x04,0x42,0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xFB,0x6E,10 04 42 00 06 00 00 00 00 00 00 00 00 00 00 00 FB 6E
Image adjustment related instructions,Scene Mode,Settings-Reserve 2,Scene Mode [Settings-Reserve 2],,0x10,0x04,0x42,0x00,0x07,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x8E,0x6D,10 04 42 00 07 00 00 00 00 00 00 00 00 00 00 00 8E 6D
Image adjustment related instructions,Scene Mode,Settings-Reserve 3,Scene Mode [Settings-Reserve 3],,0x10,0x04,0x42,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x6D,0x7E,10 04 42 00 08 00 00 00 00 00 00 00 00 00 00 00 6D 7E
Image adjustment related instructions,Scene Mode,Settings - Outline Mode,Scene Mode [Settings - Outline Mode],,0x10,0x04,0x42,0x00,0x09,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x18,0x7D,10 04 42 00 09 00 00 00 00 00 00 00 00 00 00 00 18 7D
Image adjustment related instructions,Scene Mode,Get,Scene Mode [Get],,0x10,0x04,0x89,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0D,0x0A,10 04 89 00 01 00 00 00 00 00 00 00 01 00 00 00 0D 0A
Image adjustment related instructions,False Color,Settings - White Hot,False Color [Settings - White Hot],,0x10,0x03,0x45,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x54,0x6D,10 03 45 00 00 00 00 00 00 00 00 00 00 00 00 00 54 6D
Image adjustment related instructions,False Color,Set-reserved,False Color [Set-reserved],,0x10,0x03,0x45,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x1D,0xB5,10 03 45 00 00 01 00 00 00 00 00 00 00 00 00 00 1D B5
Image adjustment related instructions,False Color,Settings-Gold Sepia,False Color [Settings-Gold Sepia],,0x10,0x03,0x45,0x00,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xE7,0xCD,10 03 45 00 00 02 00 00 00 00 00 00 00 00 00 00 E7 CD
Image adjustment related instructions,False Color,Settings - Ironbow,False Color [Settings - Ironbow],,0x10,0x03,0x45,0x00,0x00,0x03,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xAE,0x15,10 03 45 00 00 03 00 00 00 00 00 00 00 00 00 00 AE 15
Image adjustment related instructions,False Color,Setting-Rainbow,False Color [Setting-Rainbow],,0x10,0x03,0x45,0x00,0x00,0x04,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x13,0x3C,10 03 45 00 00 04 00 00 00 00 00 00 00 00 00 00 13 3C
Image adjustment related instructions,False Color,Settings-Night,False Color [Settings-Night],,0x10,0x03,0x45,0x00,0x00,0x05,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x5A,0xE4,10 03 45 00 00 05 00 00 00 00 00 00 00 00 00 00 5A E4
Image adjustment related instructions,False Color,Settings - Aurora,False Color [Settings - Aurora],,0x10,0x03,0x45,0x00,0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xA0,0x9C,10 03 45 00 00 06 00 00 00 00 00 00 00 00 00 00 A0 9C
Image adjustment related instructions,False Color,Settings - Red_Hot,False Color [Settings - Red_Hot],,0x10,0x03,0x45,0x00,0x00,0x07,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xE9,0x44,10 03 45 00 00 07 00 00 00 00 00 00 00 00 00 00 E9 44
Image adjustment related instructions,False Color,Setting-Jungle,False Color [Setting-Jungle],,0x10,0x03,0x45,0x00,0x00,0x08,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xDA,0xCF,10 03 45 00 00 08 00 00 00 00 00 00 00 00 00 00 DA CF
